date,close,reportedDate_point,trailing_eps_4q_point,is_forecast_point,teps_source_point,trailing_eps_4q,pe_ratio,pe_assumed_low,pe_assumed_mid,pe_assumed_high,price_est_low,price_est_mid,price_est_high,valuation_gap_mid
2016-10-04,16.0,,,,,,,,,,,,,
2016-10-05,15.5,,,,,,,,,,,,,
2016-10-06,15.75,,,,,,,,,,,,,
2016-10-07,15.9,,,,,,,,,,,,,
2016-10-10,16.0,,,,,,,,,,,,,
2016-10-11,16.35,,,,,,,,,,,,,
2016-10-12,16.35,,,,,,,,,,,,,
2016-10-13,16.1,,,,,,,,,,,,,
2016-10-14,16.1,,,,,,,,,,,,,
2016-10-17,16.1,,,,,,,,,,,,,
2016-10-18,16.0,,,,,,,,,,,,,
2016-10-19,15.99,,,,,,,,,,,,,
2016-10-20,15.9,,,,,,,,,,,,,
2016-10-21,15.7,,,,,,,,,,,,,
2016-10-24,15.68,,,,,,,,,,,,,
2016-10-25,15.58,,,,,,,,,,,,,
2016-10-26,15.45,,,,,,,,,,,,,
2016-10-27,15.2,,,,,,,,,,,,,
2016-10-28,15.2,,,,,,,,,,,,,
2016-10-31,15.2,,,,,,,,,,,,,
2016-11-01,15.0,,,,,,,,,,,,,
2016-11-02,13.6,,,,,,,,,,,,,
2016-11-03,13.6,,,,,,,,,,,,,
2016-11-04,14.0,,,,,,,,,,,,,
2016-11-07,14.1,,,,,,,,,,,,,
2016-11-08,14.2,,,,,,,,,,,,,
2016-11-09,14.05,,,,,,,,,,,,,
2016-11-10,14.23,,,,,,,,,,,,,
2016-11-11,14.71,,,,,,,,,,,,,
2016-11-14,14.4,,,,,,,,,,,,,
2016-11-15,14.32,,,,,,,,,,,,,
2016-11-16,14.1,,,,,,,,,,,,,
2016-11-17,14.05,,,,,,,,,,,,,
2016-11-18,14.1,,,,,,,,,,,,,
2016-11-21,14.0,,,,,,,,,,,,,
2016-11-22,14.05,,,,,,,,,,,,,
2016-11-23,14.0,,,,,,,,,,,,,
2016-11-28,14.15,,,,,,,,,,,,,
2016-11-29,13.75,,,,,,,,,,,,,
2016-11-30,13.95,,,,,,,,,,,,,
2016-12-01,13.96,,,,,,,,,,,,,
2016-12-02,13.85,,,,,,,,,,,,,
2016-12-05,14.45,,,,,,,,,,,,,
2016-12-06,15.6,,,,,,,,,,,,,
2016-12-07,15.5,,,,,,,,,,,,,
2016-12-08,15.9,,,,,,,,,,,,,
2016-12-09,16.4,,,,,,,,,,,,,
2016-12-12,16.25,,,,,,,,,,,,,
2016-12-13,16.23,,,,,,,,,,,,,
2016-12-14,16.28,,,,,,,,,,,,,
2016-12-15,14.19,,,,,,,,,,,,,
2016-12-16,14.06,,,,,,,,,,,,,
2016-12-19,14.23,,,,,,,,,,,,,
2016-12-20,14.35,,,,,,,,,,,,,
2016-12-21,14.35,,,,,,,,,,,,,
2016-12-22,14.29,,,,,,,,,,,,,
2016-12-23,14.385,,,,,,,,,,,,,
2016-12-27,15.0,,,,,,,,,,,,,
2016-12-28,15.0,,,,,,,,,,,,,
2016-12-29,15.5,,,,,,,,,,,,,
2016-12-30,15.5,,,,,,,,,,,,,
2017-01-03,15.36,,,,,,,,,,,,,
2017-01-04,16.1,,,,,,,,,,,,,
2017-01-05,16.19,,,,,,,,,,,,,
2017-01-06,16.2,,,,,,,,,,,,,
2017-01-09,15.9,,,,,,,,,,,,,
2017-01-10,15.85,,,,,,,,,,,,,
2017-01-11,15.67,,,,,,,,,,,,,
2017-01-12,16.0,,,,,,,,,,,,,
2017-01-13,16.45,,,,,,,,,,,,,
2017-01-17,16.85,,,,,,,,,,,,,
2017-01-18,17.05,,,,,,,,,,,,,
2017-01-19,16.88,,,,,,,,,,,,,
2017-01-20,16.94,,,,,,,,,,,,,
2017-01-23,16.95,,,,,,,,,,,,,
2017-01-24,16.8,,,,,,,,,,,,,
2017-01-25,16.75,,,,,,,,,,,,,
2017-01-26,16.85,,,,,,,,,,,,,
2017-01-27,16.73,,,,,,,,,,,,,
2017-01-30,16.3,,,,,,,,,,,,,
2017-01-31,16.21,,,,,,,,,,,,,
2017-02-01,16.35,,,,,,,,,,,,,
2017-02-02,16.29,,,,,,,,,,,,,
2017-02-03,16.7,,,,,,,,,,,,,
2017-02-06,17.15,,,,,,,,,,,,,
2017-02-07,17.12,,,,,,,,,,,,,
2017-02-08,17.25,,,,,,,,,,,,,
2017-02-09,17.25,,,,,,,,,,,,,
2017-02-10,17.95,,,,,,,,,,,,,
2017-02-13,17.75,,,,,,,,,,,,,
2017-02-14,17.7,,,,,,,,,,,,,
2017-02-15,17.65,,,,,,,,,,,,,
2017-02-16,17.4,,,,,,,,,,,,,
2017-02-17,17.35,,,,,,,,,,,,,
2017-02-21,17.13,,,,,,,,,,,,,
2017-02-22,16.785,,,,,,,,,,,,,
2017-02-23,16.3,,,,,,,,,,,,,
2017-02-24,16.62,,,,,,,,,,,,,
2017-02-27,16.17,,,,,,,,,,,,,
2017-02-28,16.16,,,,,,,,,,,,,
2017-03-01,16.3,,,,,,,,,,,,,
2017-03-02,16.2,,,,,,,,,,,,,
2017-03-03,16.26,,,,,,,,,,,,,
2017-03-06,16.17,,,,,,,,,,,,,
2017-03-07,16.1,,,,,,,,,,,,,
2017-03-08,15.85,,,,,,,,,,,,,
2017-03-09,15.41,,,,,,,,,,,,,
2017-03-10,15.69,,,,,,,,,,,,,
2017-03-13,16.22,,,,,,,,,,,,,
2017-03-14,16.17,,,,,,,,,,,,,
2017-03-15,16.14,,,,,,,,,,,,,
2017-03-16,16.15,,,,,,,,,,,,,
2017-03-17,16.08,,,,,,,,,,,,,
2017-03-20,16.2,,,,,,,,,,,,,
2017-03-21,16.0,,,,,,,,,,,,,
2017-03-22,15.85,,,,,,,,,,,,,
2017-03-23,15.73,,,,,,,,,,,,,
2017-03-24,15.8,,,,,,,,,,,,,
2017-03-27,15.85,,,,,,,,,,,,,
2017-03-28,15.9,,,,,,,,,,,,,
2017-03-29,16.25,,,,,,,,,,,,,
2017-03-30,16.28,,,,,,,,,,,,,
2017-03-31,16.3,,,,,,,,,,,,,
2017-04-03,16.35,,,,,,,,,,,,,
2017-04-04,16.49,,,,,,,,,,,,,
2017-04-05,16.48,,,,,,,,,,,,,
2017-04-06,16.41,,,,,,,,,,,,,
2017-04-07,16.25,,,,,,,,,,,,,
2017-04-10,16.25,,,,,,,,,,,,,
2017-04-11,16.15,,,,,,,,,,,,,
2017-04-12,16.0,,,,,,,,,,,,,
2017-04-13,16.17,,,,,,,,,,,,,
2017-04-17,15.98,,,,,,,,,,,,,
2017-04-18,16.0,,,,,,,,,,,,,
2017-04-19,15.8,,,,,,,,,,,,,
2017-04-20,15.55,,,,,,,,,,,,,
2017-04-21,15.2,,,,,,,,,,,,,
2017-04-24,15.48,,,,,,,,,,,,,
2017-04-25,15.45,,,,,,,,,,,,,
2017-04-26,15.63,,,,,,,,,,,,,
2017-04-27,15.22,,,,,,,,,,,,,
2017-04-28,14.95,,,,,,,,,,,,,
2017-05-01,14.98,,,,,,,,,,,,,
2017-05-02,14.59,,,,,,,,,,,,,
2017-05-03,14.69,,,,,,,,,,,,,
2017-05-04,14.62,,,,,,,,,,,,,
2017-05-05,15.03,,,,,,,,,,,,,
2017-05-08,15.0,,,,,,,,,,,,,
2017-05-09,15.01,,,,,,,,,,,,,
2017-05-10,15.15,,,,,,,,,,,,,
2017-05-11,15.32,,,,,,,,,,,,,
2017-05-12,15.58,,,,,,,,,,,,,
2017-05-15,15.73,,,,,,,,,,,,,
2017-05-16,15.42,,,,,,,,,,,,,
2017-05-17,15.09,,,,,,,,,,,,,
2017-05-18,14.8,,,,,,,,,,,,,
2017-05-19,15.04,,,,,,,,,,,,,
2017-05-22,14.96,,,,,,,,,,,,,
2017-05-23,15.0,,,,,,,,,,,,,
2017-05-24,15.0,,,,,,,,,,,,,
2017-05-25,14.85,,,,,,,,,,,,,
2017-05-26,14.99,,,,,,,,,,,,,
2017-05-30,14.92,,,,,,,,,,,,,
2017-05-31,14.77,,,,,,,,,,,,,
2017-06-01,14.91,,,,,,,,,,,,,
2017-06-02,14.99,,,,,,,,,,,,,
2017-06-05,15.26,,,,,,,,,,,,,
2017-06-06,15.52,,,,,,,,,,,,,
2017-06-07,15.68,,,,,,,,,,,,,
2017-06-08,15.72,,,,,,,,,,,,,
2017-06-09,15.8,,,,,,,,,,,,,
2017-06-12,16.0,,,,,,,,,,,,,
2017-06-13,16.35,,,,,,,,,,,,,
2017-06-14,16.79,,,,,,,,,,,,,
2017-06-15,16.6,,,,,,,,,,,,,
2017-06-16,16.7,,,,,,,,,,,,,
2017-06-19,16.7,,,,,,,,,,,,,
2017-06-20,16.72,,,,,,,,,,,,,
2017-06-21,16.7,,,,,,,,,,,,,
2017-06-22,16.65,,,,,,,,,,,,,
2017-06-23,16.75,,,,,,,,,,,,,
2017-06-26,16.7,,,,,,,,,,,,,
2017-06-27,16.7,,,,,,,,,,,,,
2017-06-28,16.86,,,,,,,,,,,,,
2017-06-29,16.7,,,,,,,,,,,,,
2017-06-30,16.79,,,,,,,,,,,,,
2017-07-03,17.01,,,,,,,,,,,,,
2017-07-05,16.74,,,,,,,,,,,,,
2017-07-06,16.47,,,,,,,,,,,,,
2017-07-07,16.44,,,,,,,,,,,,,
2017-07-10,16.42,,,,,,,,,,,,,
2017-07-11,16.44,,,,,,,,,,,,,
2017-07-12,16.27,,,,,,,,,,,,,
2017-07-13,15.88,,,,,,,,,,,,,
2017-07-14,16.02,,,,,,,,,,,,,
2017-07-17,15.96,,,,,,,,,,,,,
2017-07-18,16.03,,,,,,,,,,,,,
2017-07-19,15.96,,,,,,,,,,,,,
2017-07-20,16.2,,,,,,,,,,,,,
2017-07-21,16.39,,,,,,,,,,,,,
2017-07-24,16.6,,,,,,,,,,,,,
2017-07-25,16.61,,,,,,,,,,,,,
2017-07-26,16.51,,,,,,,,,,,,,
2017-07-27,16.52,,,,,,,,,,,,,
2017-07-28,16.43,,,,,,,,,,,,,
2017-07-31,16.43,,,,,,,,,,,,,
2017-08-01,16.61,,,,,,,,,,,,,
2017-08-02,16.52,,,,,,,,,,,,,
2017-08-03,16.18,,,,,,,,,,,,,
2017-08-04,16.66,,,,,,,,,,,,,
2017-08-07,17.02,,,,,,,,,,,,,
2017-08-08,17.19,,,,,,,,,,,,,
2017-08-09,17.07,,,,,,,,,,,,,
2017-08-10,17.0,,,,,,,,,,,,,
2017-08-11,17.21,,,,,,,,,,,,,
2017-08-14,17.38,,,,,,,,,,,,,
2017-08-15,17.51,,,,,,,,,,,,,
2017-08-16,17.66,,,,,,,,,,,,,
2017-08-17,17.12,,,,,,,,,,,,,
2017-08-18,17.54,,,,,,,,,,,,,
2017-08-21,17.66,,,,,,,,,,,,,
2017-08-22,17.68,,,,,,,,,,,,,
2017-08-23,17.72,,,,,,,,,,,,,
2017-08-24,17.65,,,,,,,,,,,,,
2017-08-25,17.75,,,,,,,,,,,,,
2017-08-28,17.76,,,,,,,,,,,,,
2017-08-29,17.71,,,,,,,,,,,,,
2017-08-30,17.36,,,,,,,,,,,,,
2017-08-31,17.7,,,,,,,,,,,,,
2017-09-01,17.84,,,,,,,,,,,,,
2017-09-05,17.75,,,,,,,,,,,,,
2017-09-06,17.77,,,,,,,,,,,,,
2017-09-07,17.87,,,,,,,,,,,,,
2017-09-08,17.65,,,,,,,,,,,,,
2017-09-11,17.72,,,,,,,,,,,,,
2017-09-12,17.7,,,,,,,,,,,,,
2017-09-13,17.71,,,,,,,,,,,,,
2017-09-14,17.8,,,,,,,,,,,,,
2017-09-15,17.78,,,,,,,,,,,,,
2017-09-18,17.99,,,,,,,,,,,,,
2017-09-19,17.88,,,,,,,,,,,,,
2017-09-20,18.22,,,,,,,,,,,,,
2017-09-21,18.16,,,,,,,,,,,,,
2017-09-22,18.15,,,,,,,,,,,,,
2017-09-25,18.16,,,,,,,,,,,,,
2017-09-26,18.46,,,,,,,,,,,,,
2017-09-27,18.7,,,,,,,,,,,,,
2017-09-28,18.65,,,,,,,,,,,,,
2017-09-29,18.69,,,,,,,,,,,,,
2017-10-02,18.9,,,,,,,,,,,,,
2017-10-03,18.9,,,,,,,,,,,,,
2017-10-04,18.93,,,,,,,,,,,,,
2017-10-05,19.12,,,,,,,,,,,,,
2017-10-06,18.79,,,,,,,,,,,,,
2017-10-09,18.93,,,,,,,,,,,,,
2017-10-10,18.81,,,,,,,,,,,,,
2017-10-11,19.01,,,,,,,,,,,,,
2017-10-12,19.08,,,,,,,,,,,,,
2017-10-13,19.0,,,,,,,,,,,,,
2017-10-16,18.99,,,,,,,,,,,,,
2017-10-17,19.01,,,,,,,,,,,,,
2017-10-18,18.7,,,,,,,,,,,,,
2017-10-19,18.83,,,,,,,,,,,,,
2017-10-20,19.03,,,,,,,,,,,,,
2017-10-23,19.48,,,,,,,,,,,,,
2017-10-24,19.58,,,,,,,,,,,,,
2017-10-25,20.33,,,,,,,,,,,,,
2017-10-26,20.49,,,,,,,,,,,,,
2017-10-27,20.3,,,,,,,,,,,,,
2017-10-30,18.57,,,,,,,,,,,,,
2017-10-31,19.44,,,,,,,,,,,,,
2017-11-01,19.21,,,,,,,,,,,,,
2017-11-02,19.12,,,,,,,,,,,,,
2017-11-03,19.23,,,,,,,,,,,,,
2017-11-06,19.36,,,,,,,,,,,,,
2017-11-07,18.95,,,,,,,,,,,,,
2017-11-08,18.88,,,,,,,,,,,,,
2017-11-09,18.3,,,,,,,,,,,,,
2017-11-10,18.61,,,,,,,,,,,,,
2017-11-13,18.95,,,,,,,,,,,,,
2017-11-14,19.18,,,,,,,,,,,,,
2017-11-15,19.15,,,,,,,,,,,,,
2017-11-16,18.98,,,,,,,,,,,,,
2017-11-17,19.15,,,,,,,,,,,,,
2017-11-20,18.93,,,,,,,,,,,,,
2017-11-21,18.9,,,,,,,,,,,,,
2017-11-22,19.44,,,,,,,,,,,,,
2017-11-24,19.28,,,,,,,,,,,,,
2017-11-27,19.02,,,,,,,,,,,,,
2017-11-28,19.23,,,,,,,,,,,,,
2017-11-29,19.15,,,,,,,,,,,,,
2017-11-30,18.9,,,,,,,,,,,,,
2017-12-01,18.73,,,,,,,,,,,,,
2017-12-04,18.57,,,,,,,,,,,,,
2017-12-05,17.81,,,,,,,,,,,,,
2017-12-06,17.51,,,,,,,,,,,,,
2017-12-07,17.77,,,,,,,,,,,,,
2017-12-08,17.75,,,,,,,,,,,,,
2017-12-11,18.11,,,,,,,,,,,,,
2017-12-12,18.07,,,,,,,,,,,,,
2017-12-13,17.45,,,,,,,,,,,,,
2017-12-14,17.24,,,,,,,,,,,,,
2017-12-15,17.31,,,,,,,,,,,,,
2017-12-18,17.79,,,,,,,,,,,,,
2017-12-19,18.0,,,,,,,,,,,,,
2017-12-20,18.16,,,,,,,,,,,,,
2017-12-21,18.16,,,,,,,,,,,,,
2017-12-22,17.98,,,,,,,,,,,,,
2017-12-26,17.74,,,,,,,,,,,,,
2017-12-27,17.85,,,,,,,,,,,,,
2017-12-28,17.91,,,,,,,,,,,,,
2017-12-29,18.32,,,,,,,,,,,,,
2018-01-02,18.42,,,,,,,,,,,,,
2018-01-03,18.47,,,,,,,,,,,,,
2018-01-04,18.49,,,,,,,,,,,,,
2018-01-05,18.68,,,,,,,,,,,,,
2018-01-08,18.7,,,,,,,,,,,,,
2018-01-09,18.46,,,,,,,,,,,,,
2018-01-10,18.35,,,,,,,,,,,,,
2018-01-11,18.54,,,,,,,,,,,,,
2018-01-12,18.57,,,,,,,,,,,,,
2018-01-16,17.98,,,,,,,,,,,,,
2018-01-17,18.44,,,,,,,,,,,,,
2018-01-18,18.79,,,,,,,,,,,,,
2018-01-19,19.49,,,,,,,,,,,,,
2018-01-22,19.24,,,,,,,,,,,,,
2018-01-23,19.23,,,,,,,,,,,,,
2018-01-24,19.48,,,,,,,,,,,,,
2018-01-25,19.72,,,,,,,,,,,,,
2018-01-26,19.79,,,,,,,,,,,,,
2018-01-29,19.56,,,,,,,,,,,,,
2018-01-30,19.16,,,,,,,,,,,,,
2018-01-31,19.5,,,,,,,,,,,,,
2018-02-01,19.64,,,,,,,,,,,,,
2018-02-02,19.15,,,,,,,,,,,,,
2018-02-05,18.53,,,,,,,,,,,,,
2018-02-06,18.67,,,,,,,,,,,,,
2018-02-07,18.53,,,,,,,,,,,,,
2018-02-08,17.46,,,,,,,,,,,,,
2018-02-09,17.88,,,,,,,,,,,,,
2018-02-12,17.96,,,,,,,,,,,,,
2018-02-13,18.25,,,,,,,,,,,,,
2018-02-14,18.26,,,,,,,,,,,,,
2018-02-15,18.69,,,,,,,,,,,,,
2018-02-16,18.83,,,,,,,,,,,,,
2018-02-20,18.88,,,,,,,,,,,,,
2018-02-21,18.67,,,,,,,,,,,,,
2018-02-22,18.72,,,,,,,,,,,,,
2018-02-23,19.02,,,,,,,,,,,,,
2018-02-26,18.98,,,,,,,,,,,,,
2018-02-27,18.98,,,,,,,,,,,,,
2018-02-28,18.95,,,,,,,,,,,,,
2018-03-01,19.1,,,,,,,,,,,,,
2018-03-02,19.59,,,,,,,,,,,,,
2018-03-05,19.91,,,,,,,,,,,,,
2018-03-06,20.47,,,,,,,,,,,,,
2018-03-07,20.59,,,,,,,,,,,,,
2018-03-08,20.81,,,,,,,,,,,,,
2018-03-09,20.69,,,,,,,,,,,,,
2018-03-12,20.46,,,,,,,,,,,,,
2018-03-13,20.46,,,,,,,,,,,,,
2018-03-14,20.29,,,,,,,,,,,,,
2018-03-15,20.69,,,,,,,,,,,,,
2018-03-16,20.43,,,,,,,,,,,,,
2018-03-19,19.93,,,,,,,,,,,,,
2018-03-20,19.82,,,,,,,,,,,,,
2018-03-21,20.15,,,,,,,,,,,,,
2018-03-22,20.35,,,,,,,,,,,,,
2018-03-23,20.19,,,,,,,,,,,,,
2018-03-26,20.71,,,,,,,,,,,,,
2018-03-27,20.86,,,,,,,,,,,,,
2018-03-28,21.13,,,,,,,,,,,,,
2018-03-29,20.83,,,,,,,,,,,,,
2018-04-02,20.35,,,,,,,,,,,,,
2018-04-03,20.78,,,,,,,,,,,,,
2018-04-04,20.61,,,,,,,,,,,,,
2018-04-05,20.22,,,,,,,,,,,,,
2018-04-06,19.68,,,,,,,,,,,,,
2018-04-09,20.83,,,,,,,,,,,,,
2018-04-10,21.32,,,,,,,,,,,,,
2018-04-11,21.47,,,,,,,,,,,,,
2018-04-12,21.46,,,,,,,,,,,,,
2018-04-13,21.65,,,,,,,,,,,,,
2018-04-16,21.99,,,,,,,,,,,,,
2018-04-17,22.35,,,,,,,,,,,,,
2018-04-18,22.34,,,,,,,,,,,,,
2018-04-19,22.12,,,,,,,,,,,,,
2018-04-20,21.88,,,,,,,,,,,,,
2018-04-23,22.33,,,,,,,,,,,,,
2018-04-24,22.28,,,,,,,,,,,,,
2018-04-25,22.48,,,,,,,,,,,,,
2018-04-26,22.6,,,,,,,,,,,,,
2018-04-27,22.74,,,,,,,,,,,,,
2018-04-30,22.85,,,,,,,,,,,,,
